public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0362,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"Slur the phrase from the A5 pickup in measure 171 into the first D5 of measure 172, and add an accent on that D5.","[{""args"":{""end_beat"":1.0,""end_measure"":172,""part"":""Violin 1"",""start_beat"":2.875,""start_measure"":171,""voice"":1},""name"":""add_slur""},{""args"":{""articulation_type"":""accent"",""beat"":1.0,""measure_number"":172,""part"":""Violin 1"",""voice"":1},""name"":""add_articulation""}]","[""slur"",""accent"",""phrase"",""multi_call_notation""]",medium
pe_0363,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Fill measure 44 with the same content as measure 46.,"[{""args"":{""beat"":1,""measure"":44,""part"":""Violin 1"",""voice"":1},""name"":""remove_note""},{""args"":{""beat"":1,""duration"":""eighth"",""measure"":44,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""dots"":1,""duration"":""16th"",""measure"":44,""part"":""Violin 1"",""voice"":1},""name"":""add_rest""},{""args"":{""beat"":1.875,""duration"":""32nd"",""measure"":44,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""eighth"",""measure"":44,""part"":""Violin 1"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":44,""part"":""Violin 1"",""voice"":1},""name"":""add_rest""}]","[""compositional"",""replace-content"",""rhythmic-pattern"",""compositional_insert_replace""]",medium
pe_0364,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a tempo marking of 120 BPM at the start of measure 126 where the violin melody begins,"[{""args"":{""beat"":1.0,""bpm"":120,""measure_number"":126},""name"":""set_tempo""}]","[""tempo"",""metadata"",""single_edit"",""simple_single_edit""]",easy
pe_0365,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 178 of the Violin 1 part, write a short ascending 16th-note run: F5, G5, A5, Bb5 starting at beat 1, followed by two eighth notes C6 and D6 at beats 2 and 2.5. The measure currently has only rests.","[{""args"":{""beat"":1.0,""dots"":0,""duration"":""16th"",""measure"":178,""part"":""Violin 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""dots"":0,""duration"":""16th"",""measure"":178,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""dots"":0,""duration"":""16th"",""measure"":178,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""dots"":0,""duration"":""16th"",""measure"":178,""part"":""Violin 1"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""eighth"",""measure"":178,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""dots"":0,""duration"":""eighth"",""measure"":178,""part"":""Violin 1"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""scalar_run"",""16th_notes"",""ascending_figure"",""complex_run_creation""]",medium
pe_0366,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 161 of the Violin 1 part, write a short rhythmic cell: start with three triplet eighth notes on E4, F4, and G4 beginning at beat 1, then follow with four sixteenth notes on A4, G4, F4, and E4 starting at beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":161,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""E4"",""eighth""],[""F4"",""eighth""],[""G4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":161,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":161,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":161,""part"":""Violin 1"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":161,""part"":""Violin 1"",""pitch"":""E4"",""voice"":1},""name"":""add_note""}]","[""triplet"",""16th_notes"",""rest_bar_rewrite"",""complex_one_bar_creation""]",hard
pe_0367,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a segno mark at measure 155 for the Violin 1 part,"[{""args"":{""measure_number"":155},""name"":""add_segno""}]","[""navigation"",""segno"",""structural"",""simple_single_edit""]",easy
pe_0368,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a Fine marking at the end of measure 125 to indicate where the music should conclude when repeating from the beginning.,"[{""args"":{""measure_number"":125},""name"":""add_fine""}]","[""navigation"",""fine"",""ending"",""simple_single_edit""]",easy
pe_0369,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 90 of Violin 1, write a quick ascending 16th-note figure starting on beat 1. Add four consecutive 16th notes: A4 on beat 1, C5 on beat 1.25, D5 on beat 1.5, and E5 on beat 1.75.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":90,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":90,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":90,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":90,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""}]","[""run"",""16th-notes"",""creation"",""complex_run_creation""]",medium
pe_0370,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Remove the page break at the double barline in measure 79 so the music continues on the same page.,"[{""args"":{""measure_number"":79},""name"":""remove_page_break""}]","[""page_break"",""layout"",""remove"",""structural_layout""]",easy
pe_0371,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 123 of the Violin 1 part, write a dotted-rhythm figure: place a dotted eighth note on E5 at beat 1, a sixteenth note on F5 at beat 1.75, a dotted eighth note on G5 at beat 2, and a sixteenth note on A5 at beat 2.75.","[{""args"":{""beat"":1.0,""dots"":1,""duration"":""eighth"",""measure"":123,""part"":0,""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":123,""part"":0,""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""dots"":1,""duration"":""eighth"",""measure"":123,""part"":0,""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":123,""part"":0,""pitch"":""A5"",""voice"":1},""name"":""add_note""}]","[""dotted-rhythm"",""sixteenths"",""rest-bar-rewrite"",""complex_one_bar_creation""]",medium
pe_0372,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 67 of Violin 1, after the existing chord on beat 1, add a descending eight-note 32nd-note run starting on beat 2 with pitches A5, G5, F5, E5, D5, C5, Bb4, A4.","[{""args"":{""beat"":2.0,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.125,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.375,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.625,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.875,""duration"":""32nd"",""measure"":67,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""}]","[""32nd-run"",""descending"",""scalar"",""2/4"",""complex_run_creation""]",medium
pe_0373,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 58 of Violin 1, add a triplet eighth-note figure starting at beat 1.5 with pitches D6, C#6, and B5, then finish the bar with two 16th notes on pitches A5 and G5 starting at beat 2.5.","[{""args"":{""actual_notes"":3,""beat"":1.5,""measure"":58,""normal_notes"":2,""part"":0,""pitches_and_durations"":[[""D6"",""eighth""],[""C#6"",""eighth""],[""B5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":58,""part"":0,""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":58,""part"":0,""pitch"":""G5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""scalar_figure"",""mixed_rhythm"",""complex_run_creation""]",hard
pe_0374,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add the lyric syllable 'Joy' to the first note of measure 115 in the Violin 1 part.,"[{""args"":{""beat"":1.0,""measure_number"":115,""part"":""Violin 1"",""text"":""Joy"",""voice"":1},""name"":""add_lyric""}]","[""lyrics"",""annotation"",""single_edit"",""simple_single_edit""]",easy
pe_0375,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In the Violin 1 part, at measure 112, add a To Coda navigation symbol along with a mezzo-piano dynamic at the beginning of that bar.","[{""args"":{""measure_number"":112},""name"":""add_to_coda""},{""args"":{""beat"":1,""level"":""mp"",""measure_number"":112,""part"":""Violin 1""},""name"":""add_dynamic""}]","[""navigation"",""dynamics"",""multi-call"",""multi_call_notation""]",medium
pe_0376,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 166 of the Violin 1 part, write an ascending four-note scalar passage using sixteenth notes: E4, F4, G4, and A4. Start the first note at beat 1.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""E4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""}]","[""scalar_run"",""sixteenths"",""ascending"",""one_bar"",""complex_run_creation""]",easy
pe_0377,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 166 of the Violin 1 part, add a quarter-note chord with E4, A4, and C5 at beat 1, then write four descending sixteenth notes D5, C5, B4, and A4 starting at beat 2.","[{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":166,""part"":""Violin 1"",""pitches"":[""E4"",""A4"",""C5""],""voice"":1},""name"":""add_chord""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":166,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""}]","[""chord"",""16th_run"",""rest_bar_rewrite"",""complex_one_bar_creation""]",hard
pe_0378,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add finger number 2 to the E note in measure 4.,"[{""args"":{""beat"":1.0,""finger_number"":2,""measure_number"":4,""part"":""Violin 1"",""voice"":1},""name"":""add_fingering""}]","[""fingering"",""violin"",""single_edit"",""simple_single_edit""]",easy
pe_0379,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 22 of Violin 1, after the sf chord on beat 1, write a quick descending sixteenth-note run starting on D5 at beat 2: D5, C5, B4, A4, with the last note ending before the next measure.","[{""args"":{""beat"":2,""duration"":""16th"",""measure"":22,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":22,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":22,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":22,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""}]","[""run"",""sixteenth"",""descending"",""complex_run_creation""]",medium
pe_0380,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 133 of Violin 1, write a short figure starting at beat 1.5: three triplet eighth notes F5, G5, A5 followed by two sixteenth notes Bb5 and C6 to finish the measure.","[{""args"":{""actual_notes"":3,""beat"":1.5,""measure"":133,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""F5"",""eighth""],[""G5"",""eighth""],[""A5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":133,""part"":""Violin 1"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":133,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""}]","[""triplet"",""sixteenth-run"",""one-bar-cell"",""complex_one_bar_creation""]",hard
pe_0381,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 129 of Violin 1, write a descending sixteenth-note figure in the second beat using the pitches Ab4, G4, F4, and Eb4, starting right after the existing four-note run on beat 1.","[{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":129,""part"":0,""pitch"":""Ab4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":129,""part"":0,""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":129,""part"":0,""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":129,""part"":0,""pitch"":""Eb4"",""voice"":1},""name"":""add_note""}]","[""sixteenth-run"",""descending"",""rest-filling"",""complex_one_bar_creation""]",medium
pe_0382,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"Add the lyric syllable 'Joy' to the first note in measure 180 of the Violin 1 part, with an identifier as ""verse1"".","[{""args"":{""beat"":1,""identifier"":""verse1"",""lyric_number"":1,""measure_number"":180,""part"":""Violin 1"",""text"":""Joy"",""voice"":1},""name"":""add_lyric""}]","[""lyric"",""vocal"",""single_edit"",""simple_single_edit""]",easy
pe_0383,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,This score only has Violin 1. I need to add a Violin 2 part to complete the string section for this passage.,"[{""args"":{""instrument"":""violin"",""name"":""Violin 2""},""name"":""add_part""}]","[""add_part"",""orchestration"",""score_level"",""simple_single_edit""]",easy
pe_0384,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a To Coda sign at the end of measure 63.,"[{""args"":{""measure_number"":63},""name"":""add_to_coda""}]","[""navigation"",""coda"",""symbol"",""simple_single_edit""]",easy
pe_0385,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a Fine marking at the end of bar 44 to indicate where the piece should conclude after the repeat.,"[{""args"":{""measure_number"":44},""name"":""add_fine""}]","[""navigation"",""structural"",""repeat"",""structural_layout""]",easy
pe_0386,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 5 of Violin 1, write a short musical figure: start with three triplet eighth notes (D4, F4, A4) beginning on beat 1, then follow with four sixteenth notes (C5, Bb4, A4, G4) on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":5,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""D4"",""eighth""],[""F4"",""eighth""],[""A4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":5,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":5,""part"":""Violin 1"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":5,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":5,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""}]","[""triplet"",""sixteenth-run"",""one-bar-cell"",""2/4-meter"",""complex_one_bar_creation""]",hard
pe_0387,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 9 of Violin 1, write an ascending eight-note scalar run in 32nd notes starting on F4: F4, G4, A4, Bb4, C5, D5, E5, F5, beginning on beat 1.","[{""args"":{""beat"":1.0,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.125,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.375,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.625,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.875,""duration"":""32nd"",""measure"":9,""part"":""Violin 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""}]","[""scalar-run"",""32nd-notes"",""ascending"",""F-major"",""complex_run_creation""]",medium
pe_0388,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In Violin 1, measure 90, write a four-note ascending eighth-note figure starting on G4: G4, A4, Bb4, and C5, with one note on each half-beat starting at beat 1.","[{""args"":{""beat"":1.0,""duration"":""eighth"",""measure"":90,""part"":0,""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":90,""part"":0,""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":90,""part"":0,""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":90,""part"":0,""pitch"":""C5"",""voice"":1},""name"":""add_note""}]","[""rest_bar_fill"",""eighth_notes"",""four_notes"",""violin1"",""ascending"",""complex_rewrite_rest_bar""]",medium
pe_0389,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 5 of the Violin 1 part, write a rhythmic figure combining triplet eighths and 16th notes. Start with three triplet eighth notes on beats 1 to 2 (G4, A4, B4), then follow with four 16th notes on beat 2 (C5, D5, E5, F5). The triplet should occupy the first beat, and the 16ths should occupy the second beat.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":5,""normal_notes"":2,""part"":0,""pitches_and_durations"":[[""G4"",""eighth""],[""A4"",""eighth""],[""B4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":5,""part"":0,""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":5,""part"":0,""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":5,""part"":0,""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":5,""part"":0,""pitch"":""F5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""mixed_rhythm"",""16th_notes"",""empty_measure"",""complex_one_bar_creation""]",hard
pe_0390,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a wavy glissando from the B-flat down to the A in measure 92 of the Violin 1 part.,"[{""args"":{""end_beat"":2.5,""end_measure"":92,""line_type"":""wavy"",""part"":0,""start_beat"":1,""start_measure"":92,""voice"":1},""name"":""add_glissando""}]","[""glissando"",""violin"",""expressive"",""simple_single_edit""]",medium
pe_0391,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Delete measure 96.,"[{""args"":{""measure_number"":96},""name"":""delete_measure""}]","[""delete"",""measure"",""rest"",""simple_single_edit""]",easy
pe_0392,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 110 of the Violin 1 part, replace the existing half note with a mixed rhythm figure: write three triplet eighth notes starting at beat 1 (E5, F#5, G5), followed by four sixteenth notes on beat 2 (A5, B5, C6, D6).","[{""args"":{""beat"":1.0,""measure"":110,""part"":""Violin 1"",""pitch"":""F#5"",""voice"":1},""name"":""remove_note""},{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":110,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""E5"",""eighth""],[""F#5"",""eighth""],[""G5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""B5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""triplet"",""mixed_rhythm"",""rewrite"",""complex_one_bar_creation""]",hard
pe_0393,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 170 of Violin 1, write a short musical figure: start with three triplet eighth notes (B4, C5, D5) beginning at beat 1, followed by a quarter note E5 at beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":170,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""B4"",""eighth""],[""C5"",""eighth""],[""D5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":170,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""rest-rewrite"",""single-voice"",""complex_rewrite_rest_bar""]",medium
pe_0394,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 75 of Violin 1, write a short musical figure: begin with three triplet eighth notes on E4, F4, and G4 starting at beat 1, then add a quarter note A4 on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":75,""normal_notes"":2,""part"":0,""pitches_and_durations"":[[""E4"",""eighth""],[""F4"",""eighth""],[""G4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":75,""part"":0,""pitch"":""A4"",""voice"":1},""name"":""add_note""}]","[""triplet"",""rest-bar-rewrite"",""mixed-rhythm"",""complex_one_bar_creation""]",medium
pe_0395,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a Da Capo marking at the end of measure 105 to indicate the performer should return to the beginning.,"[{""args"":{""measure_number"":105},""name"":""add_da_capo""}]","[""navigation"",""repeat"",""rare_action"",""structural_layout""]",easy
pe_0396,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 96 of Violin 1, write a short triplet figure followed by two eighth notes. Start the triplet on beat 1 with the pitches G4, B4, and D5 as eighth-note triplets. Then on beat 2, add two regular eighth notes: C5 followed by E5.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":96,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""G4"",""eighth""],[""B4"",""eighth""],[""D5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":96,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":96,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""one-bar"",""creation"",""complex_one_bar_creation""]",medium
pe_0397,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a Fine marking at the end of bar 44 to indicate where the section should conclude when using a D.C. al Fine repeat.,"[{""args"":{""measure_number"":44},""name"":""add_fine""}]","[""fine-marking"",""navigation"",""structural"",""structural_layout""]",easy
pe_0398,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Transpose bars 138-142 a whole step so the violin part sits higher in its register.,"[{""args"":{""end_measure"":142,""interval"":""M2"",""part"":""Violin 1"",""start_measure"":138},""name"":""transpose""}]","[""transpose"",""pitch-change"",""multi-measure"",""structural_layout""]",medium
